name,BUILDING,STREET,zip code,PHONE,object,,,
mother burger,329,w 49 st,10019,2127578600,14811,,,
new world grill,329,w 49 st,10019,2129574745,14812,,,
new world stages the green room,343,w 49 st,10019,6464392077,14813,,,
mickey spillanes hells kitchen nyc,350,w 49 st,10019,2126001672,14815,,,
coffee pot,350,w 49 st,10019,2122653566,14814,,,
tmpl gym,355,w 49 st,10019,9175216666,14816,,,
squeeze,357,w 49 st,10019,9178621195,14817,,,
pam real thai 49,404,w 49 st,10019,2123337500,14818,,,
ponche taqueria,420,w 49 st,10019,2125811235,14819,,,
summer garden,10,w 50 st,10020,2123327621,14821,,,
bobby vans grill,135,w 50 st,10020,2129575050,14823,,,
bocca,135,w 50 st,10020,2125823000,14824,,,
pret a manger,135,w 50 st,10020,2124896458,14828,,,
the little beet melt shop,135,w 50 st,10020,2124592338,14830,,,
gourmet pizza deli,135,w 50 st,10020,2125824421,14825,,,
oceana,135,w 50 st,10020,2127595941,14827,,,
teds montana grill,135,w 50 st,10020,2122455220,14829,,,
melt shop,135,w 50 st,10020,2129743423,14826,,,
majestic delicatessen cafe,200,w 50 st,10019,2125818249,14831,,,
applebees,205,w 50 st,10019,2122622400,14832,,,
lundy brothers midtown,205,w 50 st,10019,2125860022,14833,,,
dunkin donuts,210,w 50 st,10019,2127574617,14835,,,
emmett olunneys irish pub,210,w 50 st,10019,2129575100,14836,,,
blimpie,210,w 50 st,10019,2122452120,14834,,,
subway,214,w 50 st,10019,2122651822,14838,,,
american soup co,214,w 50 st,10019,2129567687,14837,,,
canteen m citizen m,218,w 50 st,10019,2124613638,14839,,,
natsumi,226,w 50 st,10019,2122582988,14840,,,
palm,250,w 50 st,10019,2123337256,14841,,,
federicos italian restaurant,251,w 50 st,10019,2125811818,14842,,,
toloache mexican bistro,251,w 50 st,10019,2125811818,14843,,,
ichimasa,302,w 50 st,10019,2123154800,14844,,,
blue dog kitchen,308,w 50 st,10019,2124590700,14845,,,
world plaza deli,308,w 50 st,10019,2122453404,14846,,,
don antonio restaurant,309,w 50 st,10019,6467191043,14847,,,
seeda thai,309,w 50 st,10019,2125864040,14848,,,
blockheads,322,w 50 st,10019,2123077029,14849,,,
the green room,340,w 50 st,10019,6468711730,14850,,,
bann,350,w 50 st,10019,2125824446,14851,,,
chez napolean,365,w 50 st,10019,2122656980,14852,,,
hibernia,401,w 50 st,10019,2129699703,14854,,,
puff cha,457,w 50 st,10019,6466827768,14855,,,
restaurant associates kenneth cole,603,w 50 st,10019,2128307406,14856,,,
space ibiza ny,637,w 50 st,10019,2122472447,14857,,,
womens natl republican club,3,w 51 st,10019,2125825454,14858,,,
simply food,5,w 51 st,10019,2129776641,14859,,,
nyy steak,7,w 51 st,10019,6463077910,14860,,,
hama,11,w 51 st,10019,5168804050,14861,,,
bills bar burger rockefeller center,16,w 51 st,10020,2127058510,14862,,,
tuscan square,16,w 51 st,10020,2122977777,14863,,,
johnny utahs,25,w 51 st,10019,2122658824,14864,,,
terrace club,25,w 51 st,10019,2122628100,14865,,,
teresas gourmet,51,w 51 st,10019,2122657988,14867,,,
au croissant,51,w 51 st,10019,2123334343,14866,,,
teds montana grill,110,w 51 st,10019,2122455220,14868,,,
the capital grille,120,w 51 st,10020,2122460154,14871,,,
cite,120,w 51 st,10020,2129567100,14869,,,
cite grill,120,w 51 st,10020,2129567262,14870,,,
cafe duke,140,w 51 st,10020,2124450010,14872,,,
chopt,145,w 51 st,10019,2129748140,14873,,,
le croissant shop,145,w 51 st,10019,2127656100,14874,,,
bistro caterers,147,w 51 st,10019,2125869191,14875,,,
ruths chris steak house,148,w 51 st,10019,2122459600,14876,,,
le bernardin privwine bar,151,w 51 st,10019,2125541129,14878,,,
aldo sohm wine bar,151,w 51 st,10019,2125541143,14877,,,
piano due,151,w 51 st,10019,2123999400,14879,,,
the michelangelo,152,w 51 st,10019,2127651900,14880,,,
le bernardin,155,w 51 st,10019,2125541515,14881,,,
lunt fontanne theater,222,w 51 st,10019,2123544624,14883,,,
brooks atkinson theater,222,w 51 st,10019,2123544624,14882,,,
azalea,224,w 51 st,10019,2122620105,14884,,,
supernovanovotel hotel,226,w 51 st,10019,2123150100,14885,,,
broadway thai tom toon,245,w 51 st,10019,2122264565,14886,,,
nippori japanese restaurant,245,w 51 st,10019,6469645332,14889,,,
nanjing,245,w 51 st,10019,2122264565,14887,,,
nippori,245,w 51 st,10019,3479618950,14888,,,
mchales bar grill,251,w 51 st,10019,2129575138,14891,,,
bluechili,251,w 51 st,10019,2122463330,14890,,,
bibble and sip,253,w 51 st,10019,2125867579,14892,,,
bibble sip,253,w 51 st,10019,6466495116,14893,,,
house of brews,302,w 51 st,10019,2125417080,14894,,,
tout va bien,311,w 51 st,10019,2122650190,14895,,,
toutvabien,311,w 51 st,10019,2129749051,14896,,,
shimizu restaurant,318,w 51 st,10019,2125811581,14897,,,
maria pia,319,w 51 st,10019,2127656463,14898,,,
ippudo ny,321,w 51 st,10019,2129742500,14899,,,
rene pujol,321,w 51 st,10019,2122463023,14900,,,
vice versa,325,w 51 st,10019,2123999291,14901,,,
braai,329,w 51 st,10019,2123153315,14902,,,
xai xai wine bar,365,w 51 st,10019,2125419241,14904,,,
b side,370,w 51 st,10019,6469797225,14905,,,
briciola,370,w 51 st,10019,6466785763,14906,,,
bside pizza bar,370,w 51 st,10019,6466797225,14907,,,
posh,405,w 51 st,10019,2129572222,14908,,,
zoralie restaurant,449,w 51 st,10019,6465903751,14909,,,
totto ramen,464,w 51 st,10019,6465969056,14910,,,
azuri cafe,465,w 51 st,10019,2122622920,14911,,,
cakes n shapes,466,w 51 st,10019,2126295512,14912,,,
il melograno,501,w 51 st,10019,2127579290,14913,,,
larry flynts hustler club,639641,w 51 st,10019,2122472460,14914,,,
bobs steak chop house,19,w 52 st,10103,2127545011,14915,,,
soba nippon,19,w 52 st,10103,2124892525,14916,,,
21 club,21,w 52 st,10019,2125827200,14917,,,
cafe metro,22,w 52 st,10019,2122654848,14918,,,
islands,22,w 52 st,10019,2123079474,14919,,,
bombay palace restaurant,30,w 52 st,10019,2125417777,14920,,,
clifford chance cafeteria,31,w 52 st,10019,2128788287,14921,,,
sushi shop,31,w 52 st,10019,2128405555,14922,,,
empire steak house,36,w 52 st,10019,2125826900,14923,,,
black rock cafe,51,w 52 st,10019,2129754493,14924,,,
china grill,51,w 52 st,10019,2123337788,14925,,,
academia barilla restaurants,52,w 52 st,10019,2127579054,14926,,,
ikrg midtown west,52,w 52 st,10019,6464846887,14927,,,
yips,52,w 52 st,10019,2123978280,14928,,,
ocean prime,123,w 52 st,10019,2129561404,14931,,,
ben bensons,123,w 52 st,10019,2125818888,14930,,,
bar americain,152,w 52 st,10019,2122659700,14933,,,
niva novotel gift shop,226,w 52 st,10019,6464595864,14936,,,
supernovanovotel hotel,226,w 52 st,10019,2123150100,14937,,,
cafe nicole bar,226,w 52 st,10019,2123150100,14935,,,
gallaghers,228,w 52 st,10019,2122455336,14938,,,
gallaghers steakhouse,228,w 52 st,10019,9292236684,14939,,,
victors cafe,236,w 52 st,10019,2125867714,14940,,,
howl at the moon,240,w 52 st,10019,2123994695,14941,,,
lucky chengs,240,w 52 st,10019,2129955500,14942,,,
walter kerr theatre,245,w 52 st,10019,2125825472,14944,,,
eugene oneill theatre,245,w 52 st,10019,2125825472,14943,,,
brooks atkinson theater,250,w 52 st,10019,2123544624,14945,,,
gershwin theatre,250,w 52 st,10019,2123544624,14946,,,
russian samovar,256,w 52 st,10019,2127570168,14947,,,
russia vodka room,265,w 52 st,10019,2123075835,14948,,,
russian vodka room,265,w 52 st,10019,2123075835,14949,,,
cha pas vietnamese eatery,314,w 52 st,10019,2129569300,14950,,,
starbucks,314,w 52 st,10019,2122657777,14951,,,
bamboo 52,344,w 52 st,10019,2123152777,14952,,,
mammalinda,344,w 52 st,10019,2125820010,14953,,,
danji,346,w 52 st,10019,2125862880,14954,,,
osteria pepe rosso,346,w 52 st,10019,2122454585,14955,,,
therapy,348,w 52 st,10019,2123971700,14956,,,
industry,355,w 52 st,10019,6464762747,14957,,,
takoyaki bar,366,w 52 st,10019,2124591900,14959,,,
totto ramen,366,w 52 st,10019,2125820052,14960,,,
aki sushi,366,w 52 st,10019,2122622888,14958,,,
luckys famous,370,w 52 st,10019,2122476717,14961,,,
casellula cheese wine cafe,401,w 52 st,10019,2122478137,14962,,,
crispins,462,w 52 st,10019,2125860888,14963,,,
ardesia,510,w 52 st,10019,2122479191,14964,,,
la bergamote,515,w 52 st,10019,2125862429,14965,,,
the modern,11,w 53 st,10019,2123331220,14967,,,
cafe 2,11,w 53 st,10019,2123331299,14968,,,
staff caff,11,w 53 st,10019,2123331299,14970,,,
sette moma,11,w 53 st,10019,2127089710,14969,,,
terrace 5,11,w 53 st,10019,2123331299,14971,,,
baccarat hotel residences new york,20,w 53 st,10019,2034227700,14973,,,
grand salon and bar,28,w 53 st,10019,2127908800,14974,,,
fogo de chao,40,w 53 st,10019,2129699980,14975,,,
china grill,60,w 53 st,10019,2123337788,14976,,,
remi,145,w 53 st,10019,2125814242,14978,,,
hello deli,213,w 53 st,10019,2124897832,14979,,,
restaurant marketing plus,301,w 53 st,10019,2125818051,14980,,,
broadway comedy club,318,w 53 st,10019,2127572323,14982,,,
cafe del teatro,318,w 53 st,10019,2128104142,14983,,,
torishin,362,w 53 st,10019,2127570108,14985,,,
co ba 53,401,w 53 st,10019,6463212046,14986,,,
kiran indian cuisine,401,w 53 st,10019,2127130855,14987,,,
the tap room,1,w 54 st,10019,2125723420,14988,,,
the university club,1,w 54 st,10019,2125723467,14989,,,
university club,1,w 54 st,10019,2122472100,14990,,,
54th street hospitality,33,w 54 st,10019,6466928849,14992,,,
mozzarella vino,33,w 54 st,10019,6466928849,14994,,,
xian famous food,37,w 54 st,10019,6462098242,14998,,,
new york thai grill sushi bar,37,w 54 st,10019,2125818808,14996,,,
a la mode oriental,37,w 54 st,10019,9173455511,14995,,,
xian famous foods,37,w 54 st,10019,2127862068,14999,,,
thai grill sushi bar,37,w 54 st,10019,2125818808,14997,,,
connollys pub,43,w 54 st,10019,2124890271,15000,,,
murals on 54randolphss,65,w 54 st,10019,2122477000,15002,,,
murals on 54,65,w 54 st,10019,2123147700,15001,,,
sir walters restaurant,65,w 54 st,10019,2122472701,15003,,,
the london nyc,151,w 54 st,10019,2123075000,15006,,,
gordon ramsay at the londonmaze,151,w 54 st,10019,2124688811,15004,,,
thi iii new york,151,w 54 st,10019,2124688848,15007,,,
the london bar,151,w 54 st,10019,2124688889,15005,,,
old castle pub restaurant,160,w 54 st,10019,2124714860,15008,,,
faces names,161,w 54 st,10019,2125869311,15009,,,
dunkin donuts,200,w 54 st,10019,2127577754,15010,,,
flute,205,w 54 st,10019,2122655169,15011,,,
amerittania,230,w 54 st,10019,2122475000,15012,,,
the three monkeys,236,w 54 st,10019,2125862080,15013,,,
empire steakhouse,237,w 54 st,10019,2125869700,15014,,,
rjj restaurant limited liability company,237,w 54 st,10019,6465969814,15015,,,
iguana restaurant,240,w 54 st,10019,2127655454,15016,,,
creative caterers,241,w 54 st,10019,2125108810,15017,,,
characters nyc bar grill,243,w 54 st,10019,2124598904,15018,,,
54 gourmet deli,250,w 54 st,10019,2127670009,15019,,,
extreme blendz crunch,250,w 54 st,10019,2123077760,15020,,,
subway,250,w 54 st,10019,2125414719,15021,,,
54 below,254,w 54 st,10019,6464763551,15022,,,
studio 54 theatre,254,w 54 st,10019,2127199393,15023,,,
uncle vanya,315,w 54 st,10019,2122620542,15029,,,
jacks deli,315,w 54 st,10019,2125821839,15028,,,
mooncake foods,359,w 54 st,10019,2122629888,15030,,,
disiac lounge,401,w 54 st,10019,2125869880,15031,,,
cafe ole usa,453,w 54 st,10019,2122469737,15032,,,
huascar co bake shop,453,w 54 st,10019,6467979040,15033,,,
ars nova theater,511,w 54 st,10019,2124899800,15034,,,
the squeeze,550,w 54 st,10019,9177497404,15035,,,
il gattopardo,13-15,w 54 st,10019,2122460412,14993,,,
domenico vacca,15,w 55 st,10019,9179034020,15038,,,
certe catering,20,w 55 st,10019,2123972020,15040,,,
michaels,24,w 55 st,10019,2127670555,15041,,,
the shoreham hotel,33,w 55 st,10019,2122476700,15042,,,
dig inn seasonal market,40,w 55 st,10019,2122466844,15043,,,
five guys famous burgers and fries,43,w 55 st,10019,2124599600,15044,,,
menchankotei,43,w 55 st,10019,2122471585,15046,,,
akbar palace,47,w 55 st,10019,6468823073,15048,,,
giovanni,47,w 55 st,10019,2122622828,15049,,,
la bonne soupe bistro,48,w 55 st,10019,2125867650,15050,,,
kikku japanese restaurant,50,w 55 st,10019,2125828357,15051,,,
il corso restaurant,54,w 55 st,10019,2129571500,15053,,,
cafe spice,54,w 55 st,10019,2124897444,15052,,,
dunkin donuts baskin robbins,55,w 55 st,10019,2122454655,15054,,,
pronto pizza,55,w 55 st,10019,2125414723,15055,,,
benoit bistro,60,w 55 st,10019,6469437373,15056,,,
brasserie lcb,60,w 55 st,10019,2126886525,15057,,,
cassidys pub,65,w 55 st,10019,2123970814,15059,,,
tang pavilion,65,w 55 st,10019,2129566888,15061,,,
juice press,65,w 55 st,10019,2123889539,15060,,,
pizzarte,69,w 55 st,10019,2122473936,15064,,,
maristella restaurant,69,w 55 st,10019,2124897655,15063,,,
whiskey trader,71,w 55 st,10019,2125822223,15066,,,
honey bee cafe,71,w 55 st,10019,2129775252,15065,,,
astro restaurant,101,w 55 st,10019,2124896284,15067,,,
temakiya,101,w 55 st,10019,2122454550,15068,,,
stage star deli,105,w 55 st,10019,2125414650,15069,,,
circo restaurant,120,w 55 st,10019,2122653636,15070,,,
au bon pain,125,w 55 st,10019,2122466518,15071,,,
estiatorio milos,125,w 55 st,10019,2122457400,15072,,,
black tap,136,w 55 st,10019,9176393089,15074,,,
abboccato,136,w 55 st,10019,2122654000,15073,,,
between the bread,145,w 55 st,10019,2125811189,15075,,,
radiance tea house books,158,w 55 st,10019,2122170442,15076,,,
restaurant,200,w 55 st,10019,2122629664,15077,,,
tanner smiths,204,w 55 st,10019,9175172283,15078,,,
magnolia restaurant,210,w 55 st,10019,2129567020,15080,,,
phd terrace,210,w 55 st,10019,6467562044,15081,,,
serafina,210,w 55 st,10019,2123151700,15082,,,
chinya restaurant,210,w 55 st,10019,2125860160,15079,,,
mcgees pub,240,w 55 st,10019,2129573536,15084,,,
flik,250,w 55 st,10019,2128367099,15085,,,
le pain quotidien,250,w 55 st,10019,6466047936,15086,,,
soba noodle azuma,251,w 55 st,10019,9172620540,15087,,,
totto restaurant,251,w 55 st,10019,2122454555,15089,,,
yakitori totto,251,w 55 st,10019,2122454555,15090,,,
sugiyama,251,w 55 st,10019,2129560670,15088,,,
donburiya,253,w 55 st,10019,2125812240,15091,,,
japas 55,253,w 55 st,10019,2127651210,15093,,,
east japanese restaurant,253,w 55 st,10019,2125812240,15092,,,
vizio,255,w 55 st,10019,2125860756,15094,,,
nocello,257,w 55 st,10019,2127130224,15095,,,
the original soup man,259,w 55 st,10019,2129560900,15097,,,
soup kitchen international,259,w 55 st,10019,2127577730,15096,,,
ailey boutique,405,w 55 st,10019,2124059100,15098,,,
katsuhama restaurant,4345,w 55 st,10019,2125417145,15045,,,
natureworks,43-45,w 55 st,10019,2123333020,15101,,,
sonny true bbq,47-49,w 55 st,10019,6468581257,15102,,,
momofuku ma peche,15,w 56 st,10019,2122472011,15103,,,
town,15,w 56 st,10019,2125824445,15104,,,
il tinello restaurant,16,w 56 st,10019,2122454388,15105,,,
the whitby hotel,18,w 56 st,10019,2125865656,15107,,,
kurumazushi restaurant,18,w 56 st,10019,2125419030,15106,,,
tina restaurant,23,w 56 st,10019,2123154313,15111,,,
joes shanghai,24,w 56 st,10019,2123333868,15112,,,
rich famous chinese restaurant,24,w 56 st,10019,2125866175,15113,,,
beacon,25,w 56 st,10019,2123320500,15114,,,
sushiya japanese restaurant,28,w 56 st,10019,2122475756,15115,,,
vago restaurant,29,w 56 st,10019,2127655155,15116,,,
d s market place,34,w 56 st,10019,2122653434,15117,,,
abruzzi italian restaurant,37,w 56 st,10019,2124898110,15118,,,
judge roy bean,38,w 56 st,10019,2122628300,15119,,,
hunan house,40,w 56 st,10019,2122132299,15120,,,
subway,40,w 56 st,10019,2122472800,15121,,,
subway sbarro,42,w 56 st,10019,2125418877,15122,,,
uncle jacks steakhouse,44,w 56 st,10019,2122451550,15123,,,
potbelly sandwich works,46,w 56 st,10019,3129510600,15124,,,
utopia cafe,46,w 56 st,10019,2129743800,15125,,,
benihana,47,w 56 st,10019,2125810930,15126,,,
printon 56,50,w 56 st,10019,2122450056,15128,,,
naya express,54,w 56 st,10019,2129447777,15130,,,
cucina gourmet,54,w 56 st,10019,2122620909,15129,,,
hale hearty soup,55,w 56 st,10019,2122459200,15131,,,
bengal tiger,58,w 56 st,10019,2122652703,15132,,,
ise japanese restaurant,58,w 56 st,10019,2127078702,15133,,,
sitar indian cuisine,58,w 56 st,10019,2125811155,15134,,,
glaze,60,w 56 st,10019,2123150300,15135,,,
memkui tei,60,w 56 st,10019,2127571642,15136,,,
beyond sushi nyc inc,62,w 56 st,10019,6467722425,15138,,,
kbap,62,w 56 st,10019,7186404640,15140,,,
k bap,62,w 56 st,10019,9176393814,15139,,,
beyond sushi,62,w 56 st,10019,6469645097,15137,,,
pro deli,62,w 56 st,10019,2123979104,15141,,,
quantum 56,65,w 56 st,10019,2127563800,15142,,,
petite blue dog cafe,119,w 56 st,10019,2124591241,15146,,,
burger joint at le parker meridien,119,w 56 st,10019,2127087414,15144,,,
normas,119,w 56 st,10019,2127087460,15145,,,
burger joint,119,w 56 st,10019,2127087430,15143,,,
chopt,120,w 56 st,10019,6467831600,15147,,,
starbucks,120,w 56 st,10019,2122629273,15148,,,
indian accent,123,w 56 st,10019,2128428070,15150,,,
atla,123,w 56 st,10019,9176716197,15149,,,
seppis,123,w 56 st,10019,2127087444,15151,,,
new topaz,127,w 56 st,10019,2129578020,15152,,,
topaz noodle bar,129,w 56 st,10019,2122472277,15153,,,
eugene oneill theatre,130,w 56 st,10019,2125825472,15156,,,
august wilson theatre,130,w 56 st,10019,2125825472,15154,,,
city center,130,w 56 st,10019,6468411716,15155,,,
milos cafe,135,w 56 st,10019,2122457400,15158,,,
chez paris cafe,135,w 56 st,10019,2125866825,15157,,,
blue dog cafe,155,w 56 st,10019,2124592520,15159,,,
dean deluca,156,w 56 st,10019,2125862970,15160,,,
the carnegie cigar club and lounge,156,w 56 st,10019,2129809476,15161,,,
souvlaki gr midtown,162,w 56 st,10019,2129747482,15162,,,
teleon cafe,162,w 56 st,10019,2127572930,15163,,,
the manhattan club hotel and suites,200,w 56 st,10019,8886922121,15164,,,
basso56,234,w 56 st,10019,2122652610,15166,,,
barbasso,235,w 56 st,10019,2125108356,15167,,,
chipotle mexican grill,235,w 56 st,10019,6466266520,15168,,,
patsys,236,w 56 st,10019,2122473491,15169,,,
fuji japanese restaurant,238,w 56 st,10019,2125869888,15170,,,
fuji restaurant,238,w 56 st,10019,2122458594,15171,,,
benares indian food,240,w 56 st,10019,2123970707,15172,,,
szechuan gourmet,242,w 56 st,10019,2122652226,15174,,,
andre french restaurant,242,w 56 st,10019,2123070700,15173,,,
joe g pizza restaurant,244,w 56 st,10019,2127653160,15176,,,
da valentino,244,w 56 st,10019,2127653160,15175,,,
balduccis,301,w 56 st,10019,6463504194,15177,,,
bricco,304,w 56 st,10019,2122457160,15178,,,
terminal 5,610,w 56 st,10019,2125826600,15180,,,
brasserie 8 12,9,w 57 st,10019,2128290812,15181,,,
flik international,9,w 57 st,10019,5163563617,15182,,,
providence equities,9,w 57 st,10019,2125886700,15183,,,
cafe classico,35,w 57 st,10019,2123555411,15184,,,
great american health bar,35,w 57 st,10019,2123555177,15185,,,
the great american health bar,35,w 57 st,10019,2123555177,15186,,,
nobu fifty seven,40,w 57 st,10019,2127578559,15188,,,
nobu 57,40,w 57 st,10019,2127573000,15187,,,
nobu new york,40,w 57 st,10019,2122190500,15189,,,
betony,41,w 57 st,10019,2122038636,15190,,,
shellys,41,w 57 st,10019,2122452422,15191,,,
wolfs deli,41,w 57 st,10019,2128884100,15192,,,
fresh co,45,w 57 st,10019,2125337374,15193,,,
mangia,50,w 57 st,10019,2125825882,15195,,,
quality italian,57,w 57 st,10019,2123901111,15196,,,
rue 57,60,w 57 st,10019,2123075656,15197,,,
the wayfarer,101,w 57 st,10019,2126910030,15198,,,
angelos coal oven pizzeria,117,w 57 st,10019,2123334333,15200,,,
normas,118,w 57 st,10019,2127087460,15203,,,
le parker meriden new york,118,w 57 st,10019,2127087460,15201,,,
maurice restaurant,118,w 57 st,10019,2127087443,15202,,,
irvington bar and restaurantstudiolilium,120,w 57 st,10019,2127559619,15204,,,
the kingside,120,w 57 st,10019,2127078000,15205,,,
salisbury hotel,123,w 57 st,10019,2122461300,15206,,,
starbucks,142,w 57 st,10019,6467101906,15207,,,
the nippon club,145,w 57 st,10019,2125812223,15208,,,
club metropolitan,146,w 57 st,10019,2122627066,15209,,,
milos cafe,146,w 57 st,10019,2125816500,15210,,,
the russian tea room,150,w 57 st,10019,2125817100,15211,,,
fontana di trevi,151,w 57 st,10019,2122475683,15212,,,
park hyatt new york,153,w 57 st,10019,6467741234,15214,,,
bevy,153,w 57 st,10019,2128972188,15213,,,
fresh co,200,w 57 st,10019,2129575151,15215,,,
lilis 57,200,w 57 st,10019,2125865333,15216,,,
cafe europa of 57th st inc,205,w 57 st,10019,2129774030,15217,,,
europa cafe,205,w 57 st,10019,2129774030,15218,,,
brooklyn diner usa,212,w 57 st,10019,2129771957,15219,,,
cafe atelier art students league,215,w 57 st,10019,2122474510,15220,,,
hard rock cafe,221,w 57 st,10019,2124896565,15221,,,
starbucks,250,w 57 st,10107,2125860940,15223,,,
cafe 57,300,w 57 st,10019,2126492729,15224,,,
hearst corporation edr,300,w 57 st,10019,2126492542,15225,,,
hearst good housekeeping institute,300,w 57 st,10019,2126492724,15226,,,
dunkin donuts,309,w 57 st,10019,2123152616,15228,,,
providence,309,w 57 st,10019,2123070062,15229,,,
variety 57,311,w 57 st,10019,9172805969,15230,,,
bareburger,313,w 57 st,10019,2126852273,15231,,,
moonrock diner,313,w 57 st,10019,2123973131,15232,,,
strada 57,315,w 57 st,10019,2127571620,15234,,,
oyama,315,w 57 st,10019,2122622333,15233,,,
west side chefs,315,w 57 st,10019,2125418999,15235,,,
starbucks,322,w 57 st,10019,2123990714,15237,,,
fast food development corp,322,w 57 st,10019,2129773665,15236,,,
aba turkish restaurant,325,w 57 st,10019,2129691782,15238,,,
le biarritz,325,w 57 st,10019,2122459467,15239,,,
s filatino corp,342,w 57 st,10019,6464769856,15241,,,
sfilatino italian gourmet,342,w 57 st,10019,6464769856,15242,,,
dj reynolds pub and restaurant,351,w 57 st,10019,2122452912,15244,,,
dj reynolds,351,w 57 st,10019,2122573455,15243,,,
half and half,353,w 57 st,10019,2125546303,15245,,,
400 delicatessen,400,w 57 st,10019,2122450767,15246,,,
gotham cafe inside holiday inn,440,w 57 st,10019,2126346115,15247,,,
roosevelt gourmet deli,460,w 57 st,10019,2122452791,15248,,,
starbucks,475,w 57 st,10019,2122475485,15249,,,
casabianca pizza restaurant,503,w 57 st,10019,2123978725,15250,,,
international flavors fragrances,521,w 57 st,10019,2127087160,15251,,,
cbs employee cafeteria,524,w 57 st,10019,2129752560,15252,,,
the green door,600,w 57 st,10019,2129743169,15254,,,
tasos restaurant,600,w 57 st,10019,2125821851,15253,,,
ousia,629,w 57 st,10019,2123332000,15255,,,
billys bakery,1,w 58 st,10019,6467553221,15256,,,
doughnuttery,1,w 58 st,10019,9179910564,15257,,,
epicerie bouloud,1,w 58 st,10019,2127942825,15258,,,
fp patisserie,1,w 58 st,10019,2127591600,15259,,,
frannies yoart,1,w 58 st,10019,2128320317,15260,,,
mr chi noodle,1,w 58 st,10019,6467553230,15261,,,
no 7 sub,1,w 58 st,10019,6467553228,15262,,,
olma caviar,1,w 58 st,10019,2123718525,15263,,,
ora di pasta,1,w 58 st,10019,6467553013,15264,,,
pain davignonat the plaza,1,w 58 st,10019,2127582756,15265,,,
pizza rollio,1,w 58 st,10019,6462621438,15266,,,
tartinery the plaza shops,1,w 58 st,10019,6467553231,15267,,,
william greenberg dessert,1,w 58 st,10019,6467553235,15269,,,
three tarts,1,w 58 st,10019,6467553232,15268,,,
paris theatre,4,w 58 st,10019,2125934872,15270,,,
beautique,8,w 58 st,10019,2127531200,15271,,,
fredericks restaurant,8,w 58 st,10019,2127526200,15272,,,
fika,41,w 58 st,10019,2128320022,15274,,,
a cafe,42,w 58 st,10019,6467443104,15275,,,
manhattan ocean club,57,w 58 st,10019,2123717777,15276,,,
quality meats,57,w 58 st,10019,2123717777,15277,,,
nino tuscany,117,w 58 st,10019,2127578630,15279,,,
jennifers restaurant,117,w 58 st,10019,2123974256,15278,,,
subway,130,w 58 st,10019,6466697632,15281,,,
loi estiatorio,132,w 58 st,10019,2127130015,15282,,,
seasonal restaurant,132,w 58 st,10019,2129575550,15284,,,
mugi restaurant,132,w 58 st,10019,2127575842,15283,,,
bella vita,158,w 58 st,10019,2126647670,15286,,,
red 58,158,w 58 st,10019,2122450125,15287,,,
petrossian,182,w 58 st,10019,2122452214,15288,,,
blue ribbon sushi bar grill,308,w 58 st,10019,2123970404,15289,,,
coliseum bar restaurant,312,w 58 st,10019,2129773523,15290,,,
subway,314,w 58 st,10019,2125820880,15291,,,
pinkberry,330,w 58 st,10019,2123970412,15293,,,
red cork,330,w 58 st,10019,2127078248,15294,,,
sushi damo,330,w 58 st,10019,2127078609,15296,,,
gruppo ristoratori italiani,330,w 58 st,10019,2122622307,15292,,,
saffee sandwich bar,330,w 58 st,10019,2127078484,15295,,,
hudson common,356,w 58 st,10019,2125546000,15298,,,
sky terrace bar,356,w 58 st,10019,2125546304,15299,,,
hudson cafeteria,356,w 58 st,10019,2125546500,15297,,,
europan bakery cafe,370,w 58 st,10019,2122450440,15301,,,
fluffys cafe pizzeria,370,w 58 st,10019,2122450440,15302,,,
johns gyro souvlaki,370,w 58 st,10019,2127576436,15303,,,
bar 58,538,w 58 st,10019,2127578550,15304,,,
lady m confections,1,w 59 st,10019,7189378877,15305,,,
lukes lobster,1,w 59 st,10019,6465594644,15306,,,
vin sur vingt,1,w 59 st,10019,6465599429,15309,,,
tartinery the plaza shops,1,w 59 st,10019,6467553231,15307,,,
the plaza food hall,1,w 59 st,10019,2125465499,15308,,,
dining hall john jay mbj food services,524,w 59 st,10019,2125821629,15310,,,
jjs cafe,524,w 59 st,10019,2124841333,15311,,,
lil jays cafe,524,w 59 st,10019,2122396884,15312,,,
lke catering inc,625,w 59 st,10019,7324060299,15313,,,
rouge tomate,10,w 60 st,10023,6462378977,15314,,,
gabriels bar grill,11,w 60 st,10023,2129562609,15316,,,
gabriels,11,w 60 st,10023,2129564600,15315,,,
fordham u ram cafe at lowenstein hall,113,w 60 st,10023,2152383269,15317,,,
fordham university ram cafeteria,113,w 60 st,10023,2126366067,15318,,,
olympic flame diner,200,w 60 st,10023,2125815259,15319,,,
cafe 11,227,w 60 st,10023,9179754045,15320,,,
manhattan movement arts center,248,w 60 st,10023,2127871178,15321,,,
wichcraft,61,w 62 st,10023,2127800577,15323,,,
rosa mexicana,61,w 62 st,10023,2129777700,15322,,,
fordham u argo tea,140,w 62 st,10023,2152383000,15324,,,
bonmi,150,w 62 st,10023,6463465142,15325,,,
community dining hall at mckeon hall fordam univ,150,w 62 st,10023,6463465110,15326,,,
fordham university faculty and graduate dining,150,w 62 st,10023,6463465178,15327,,,
gourmet to go markets,5,w 63 st,10023,8003109334,15328,,,
eds chowder house,44,w 63 st,10023,2129561288,15329,,,
